trials_H,mode_H,N,curvature,loss_mm,alpha,ell_um,det_x_um,det_y_um,det_z_um,node_radius_um,kappa_sigma,win_ns,emit_photons_total_mean_H,emit_photons_total_sem_H,det_photons_total_mean_H,det_photons_total_sem_H,gate_photons_mean_H,gate_photons_sem_H,coincidence_ratio_mean_H,coincidence_ratio_sem_H,peak_sharpness_mean_H,peak_sharpness_sem_H,p2rms_mean_H,p2rms_sem_H,snr_mean_H,snr_sem_H,R_before_mean_H,R_before_sem_H,R_after_mean_H,R_after_sem_H,sync_gain_mean_H,sync_gain_sem_H,mean_phase_reset_mean_H,mean_phase_reset_sem_H,__source___H,qe,eta_geom,dark_cps,deadtime_ns,prc_eps,prc_threshold,distance_um_H,trials_A,mode_A,emit_photons_total_mean_A,emit_photons_total_sem_A,det_photons_total_mean_A,det_photons_total_sem_A,gate_photons_mean_A,gate_photons_sem_A,coincidence_ratio_mean_A,coincidence_ratio_sem_A,peak_sharpness_mean_A,peak_sharpness_sem_A,p2rms_mean_A,p2rms_sem_A,snr_mean_A,snr_sem_A,R_before_mean_A,R_before_sem_A,R_after_mean_A,R_after_sem_A,sync_gain_mean_A,sync_gain_sem_A,mean_phase_reset_mean_A,mean_phase_reset_sem_A,__source___A,distance_um_A,snr_gap,snr_ratio,coincidence_ratio_mean_gap,coincidence_ratio_mean_ratio,p2rms_mean_gap,p2rms_mean_ratio,peak_sharpness_mean_gap,peak_sharpness_mean_ratio,gate_photons_mean_gap,gate_photons_mean_ratio,det_photons_total_mean_gap,det_photons_total_mean_ratio
12,hypothesis,24,1.1,15.0,1.0,20.0,0.0,0.0,0.0,6.0,0.05,0.1,1706800.5022729223,6278.912026886661,383106.79651721823,1759.6302844734057,377475.2154504173,1742.8534034834477,0.985299021566892,3.949637362111586e-05,117.98734930817336,0.1330039072460783,13.230155311883822,0.0086574266471089,614.3720435230208,1.4208700203741345,0.1862545410256928,0.026686953146732,0.2423349647118629,0.0451792773813206,0.05608042368617,0.0318948585145645,0.236366362297464,0.0066509750906936,sweep_network_compact_gated.csv,,,,,,,,12,antithesis,43410.862741771845,396.80079537169627,9737.235344251943,87.80644111223025,509.98099898502727,6.024166754992548,0.052363069616399,0.0002334652348273,5.384048908404803,0.0247726518266747,3.3186224639276034,0.0082302609423855,22.578401631252547,0.1337496850904536,0.1486524634460377,0.0375548375404561,0.1962517875449568,0.0333938990166757,0.047599324098919,0.0245236184496785,0.1662101736592094,0.0075662114312749,sweep_network_compact_gated.csv,,591.7936418917683,27.210608330778385,0.932935951950493,18.81667802871353,9.911532847956218,3.986640678682648,112.60330039976856,21.914241738032594,376965.2344514323,740.1750578975978,373369.56117296626,39.34451443071803
12,hypothesis,24,1.0,7.0,1.0,20.0,0.0,0.0,0.0,6.0,0.05,0.1,1651738.1897755666,6069.284784359095,384210.0409310755,1573.3652827787362,378562.1944283197,1559.1706173791615,0.9852990516879956,3.949749140023922e-05,117.98747056125644,0.1330086583833676,13.230163442055265,0.0086577875933565,615.2596876729507,1.2688990539667495,0.1862545410256928,0.026686953146732,0.2423345517824861,0.0451794039597119,0.0560800107567932,0.0318949039241491,0.2363653145535838,0.0066509224741389,sweep_network_compact_gated.csv,,,,,,,,12,antithesis,46312.477898506135,424.7884701713375,10769.249315709074,98.03800207387944,564.0480936938901,6.717884109819434,0.0523643501754207,0.0002335526051859,5.384185565639349,0.0247805748358791,3.318671811438563,0.0082285028778272,23.74503733162428,0.1418372343919535,0.1486524634460377,0.0375548375404561,0.1963674649554788,0.0334431070521189,0.047715001509441,0.024536675157665,0.1663245126763334,0.0075928737944768,sweep_network_compact_gated.csv,,591.5146503413264,25.911085296696132,0.9329347015125748,18.816218446084815,9.911491630616702,3.9865838485307505,112.60328499561709,21.913708047921997,377998.1463346258,671.1523337472107,373440.79161536647,35.67658521663431
12,hypothesis,24,1.0,5.0,1.0,20.0,0.0,0.0,0.0,6.0,0.05,0.2,1651738.1897755666,6069.284784359095,387656.4069487712,1540.4450033203918,387636.359787531,1540.393655588484,0.9999482830004393,3.2751118208239137e-07,117.98746837918172,0.1330068053952492,13.230163304702842,0.0086576774999491,622.5909423546365,1.2387048035107735,0.1862545410256928,0.026686953146732,0.1862545410256928,0.026686953146732,0.0,0.0,0.0,0.0,sweep_net_prcA0.csv,,,,,,,,12,antithesis,46312.477898506135,424.7884701713375,10866.853347958251,99.11541619973232,1106.8632346447423,13.079330933217566,0.1018353026655593,0.0004399843173601,5.384225735420863,0.0247838993286404,3.318685928895603,0.0082283387519482,33.26312880725562,0.1971378365656931,0.1486524634460377,0.0375548375404561,0.1486524634460377,0.0375548375404561,0.0,0.0,0.0,0.0,sweep_net_prcA0.csv,,589.3278135473809,18.717149128161147,0.89811298033488,9.81926951485972,9.91147737580724,3.9865668484952397,112.60324264376086,21.913544152316103,386529.49655288627,350.21161391447464,376789.553600813,35.67328963923187
12,hypothesis,24,1.0,10.0,1.0,20.0,0.0,0.0,0.0,6.0,0.05,0.1,1651738.1897755666,6069.284784359095,379101.54815351,1622.0243884543852,373528.818165801,1607.0671592062429,0.9852990531015764,3.949824724922314e-05,117.98747385390544,0.133011432045565,13.230163649289077,0.0086579523763683,611.154435327522,1.3168262568069862,0.1862545410256928,0.026686953146732,0.2423345517824861,0.0451794039597119,0.0560800107567932,0.0318949039241491,0.2363653145535838,0.0066509224741389,sweep_network_compact_gated.csv,,,,,,,,12,antithesis,46312.477898506135,424.7884701713375,10624.584584717077,96.48051839401754,556.4644437645605,6.612400481568537,0.0523637835730445,0.0002335025835133,5.384125127692262,0.0247758290985443,3.318650553488825,0.008228828043819,23.58489226614243,0.1405510444369817,0.1486524634460377,0.0375548375404561,0.1963674649554788,0.0334431070521189,0.047715001509441,0.024536675157665,0.1663245126763334,0.0075928737944768,sweep_network_compact_gated.csv,,587.5695430613796,25.912962774261725,0.9329352695285319,18.816422073992044,9.911513095800252,3.986609447439561,112.60334872621318,21.91395464549263,372972.35372203647,671.2537024626871,368476.96356879297,35.681540782199455
12,hypothesis,24,1.1,15.0,1.0,20.0,0.0,0.0,0.0,6.0,0.05,0.2,1706800.5022729223,6278.912026886661,383106.79651721823,1759.6302844734057,383086.98479121487,1759.566325711667,0.999948283010452,3.275020753019093e-07,117.98734930817336,0.1330039072460783,13.230155311883822,0.0086574266471089,618.9221942001896,1.4238972649862265,0.1862545410256928,0.026686953146732,0.1862545410256928,0.026686953146732,0.0,0.0,0.0,0.0,sweep_net_prcA0.csv,,,,,,,,12,antithesis,43410.862741771845,396.80079537169627,9737.235344251943,87.80644111223025,991.7690675702556,11.6031497409598,0.1018321994356727,0.0004397244626734,5.384048908404803,0.0247726518266747,3.3186224639276034,0.0082302609423855,31.48640473036201,0.1847319242215349,0.1486524634460377,0.0375548375404561,0.1486524634460377,0.0375548375404561,0.0,0.0,0.0,0.0,sweep_net_prcA0.csv,,587.4357894698276,19.656807422137,0.8981160835747793,9.819568746937636,9.911532847956218,3.986640678682648,112.60330039976856,21.914241738032594,382095.2157236446,386.2663167442228,373369.56117296626,39.34451443071803
12,hypothesis,24,1.0,7.0,1.0,20.0,0.0,0.0,0.0,6.0,0.05,0.2,1651738.1897755666,6069.284784359095,384210.0409310755,1573.3652827787362,384190.17203155736,1573.3117844761894,0.9999482830174276,3.27509327388189e-07,117.98747056125644,0.1330086583833676,13.230163442055265,0.0086577875933565,619.8164274120016,1.2709460247535949,0.1862545410256928,0.026686953146732,0.1862545410256928,0.026686953146732,0.0,0.0,0.0,0.0,sweep_net_prcA0.csv,,,,,,,,12,antithesis,46312.477898506135,424.7884701713375,10769.249315709074,98.03800207387944,1096.9131104352534,12.939909803201116,0.1018345970642274,0.0004399122173361,5.384185565639349,0.0247805748358791,3.318671811438563,0.0082285028778272,33.113304181324416,0.1959119993393304,0.1486524634460377,0.0375548375404561,0.1486524634460377,0.0375548375404561,0.0,0.0,0.0,0.0,sweep_net_prcA0.csv,,586.7031232306772,18.71804831127581,0.8981136859532002,9.819337551723773,9.911491630616702,3.9865838485307505,112.60328499561709,21.913708047921997,383093.2589211221,350.2466771311643,373440.79161536647,35.67658521663431
12,hypothesis,24,0.9,3.0,1.0,20.0,0.0,0.0,0.0,6.0,0.05,0.1,1596675.8772782106,5860.2821375069925,378096.8184504235,1455.2757192712536,372538.8190820129,1442.553705500927,0.9852990860590416,3.949983092064212e-05,117.98760525059566,0.1330179475825235,13.230172451807922,0.0086584238199995,610.3469650545917,1.1832670742825968,0.1862545410256928,0.026686953146732,0.2423341104786706,0.0451795392386794,0.0560795694529778,0.0318949524500254,0.2363641946880914,0.0066508663008102,sweep_network_compact_gated.csv,,,,,,,,12,antithesis,49630.34722394401,457.1593444209802,11750.959271646085,107.87282678645649,615.4732316043155,7.378836908621204,0.0523648352645461,0.0002335817265035,5.384237364492795,0.0247830928517714,3.318691386261765,0.0082276024433246,24.803800877116675,0.1491471666940928,0.1486524634460377,0.0375548375404561,0.1965004410626108,0.0334995355052576,0.047847977616573,0.024552086696683,0.1664570130346159,0.0076247400822077,sweep_network_compact_gated.csv,,585.543164177475,24.606993423241093,0.9329342507944955,18.816044795736115,9.911481065546157,3.986563049091055,112.60336788610287,21.91352224340695,371923.3458504086,605.2884186546006,366345.8591787774,32.175825795153095
12,hypothesis,24,0.9,5.0,1.0,20.0,0.0,0.0,0.0,6.0,0.05,0.1,1596675.8772782106,5860.2821375069925,374733.4932658665,1487.421388165949,369224.9491333096,1474.2074181260118,0.9852990869937076,3.950033688090112e-05,117.98760742343772,0.133019802824996,13.230172588572207,0.0086585340426539,607.6254745762798,1.2147494787881778,0.1862545410256928,0.026686953146732,0.2423341104786706,0.0451795392386794,0.0560795694529778,0.0318949524500254,0.2363641946880914,0.0066508663008102,sweep_network_compact_gated.csv,,,,,,,,12,antithesis,49630.34722394401,457.1593444209802,11645.350003523805,106.68576100596188,609.9369020090975,7.299619097337495,0.0523644597655118,0.0002335457088217,5.384197314575609,0.0247796447029143,3.3186773214207625,0.008227720136184,24.69200838861964,0.148208619377306,0.1486524634460377,0.0375548375404561,0.1965004410626108,0.0334995355052576,0.047847977616573,0.024552086696683,0.1664570130346159,0.0076247400822077,sweep_network_compact_gated.csv,,582.9334661876601,24.608183547205083,0.9329346272281958,18.816179741104552,9.911495267151444,3.9865799856999127,112.60341010886211,21.91368564893274,368615.01223130047,605.3494187957863,363088.14326234267,32.17880897976228
12,hypothesis,24,1.0,10.0,1.0,20.0,0.0,0.0,0.0,6.0,0.05,0.2,1651738.1897755666,6069.284784359095,379101.54815351,1622.0243884543852,379081.9434882921,1621.9677279822613,0.9999482830430207,3.275065656786332e-07,117.98747385390544,0.133011432045565,13.230163649289077,0.0086579523763683,615.6807613211062,1.3192155848116278,0.1862545410256928,0.026686953146732,0.1862545410256928,0.026686953146732,0.0,0.0,0.0,0.0,sweep_net_prcA0.csv,,,,,,,,12,antithesis,46312.477898506135,424.7884701713375,10624.584584717077,96.48051839401754,1082.1655549197906,12.73659356414744,0.1018335355363281,0.0004398083589815,5.384125127692262,0.0247758290985443,3.318650553488825,0.008228828043819,32.88998313193667,0.1941331540960167,0.1486524634460377,0.0375548375404561,0.1486524634460377,0.0375548375404561,0.0,0.0,0.0,0.0,sweep_net_prcA0.csv,,582.7907781891695,18.71940033691507,0.8981147475066926,9.819439910208157,9.911513095800252,3.986609447439561,112.60334872621318,21.91395464549263,377999.7779333723,350.2993989828011,368476.96356879297,35.681540782199455
12,hypothesis,24,1.0,15.0,1.0,20.0,0.0,0.0,0.0,6.0,0.05,0.1,1651738.1897755666,6069.284784359095,370747.5430380718,1701.0588593583122,365297.6519173395,1684.8432662608866,0.9852990554751904,3.949950216012345e-05,117.9874793939782,0.1330160391645208,13.230163997907,0.0086582260546829,604.3808447550717,1.396307158293348,0.1862545410256928,0.026686953146732,0.2423345517824861,0.0451794039597119,0.0560800107567932,0.0318949039241491,0.2363653145535838,0.0066509224741389,sweep_network_compact_gated.csv,,,,,,,,12,antithesis,46312.477898506135,424.7884701713375,10388.04376447033,94.03704369904275,544.064602419261,6.444370925134328,0.0523628347423924,0.0002334253968468,5.38402391129067,0.0247685743749152,3.3186149056056533,0.0082295841448399,23.32066755662481,0.1385204712957048,0.1486524634460377,0.0375548375404561,0.1963674649554788,0.0334431070521189,0.047715001509441,0.024536675157665,0.1663245126763334,0.0075928737944768,sweep_network_compact_gated.csv,,581.0601771984469,25.91610395746937,0.9329362207327979,18.816763078670807,9.911549092301348,3.986652375832824,112.60345548268754,21.914367643603946,364753.5873149202,671.4233021096967,360359.49927360145,35.68983260410586
12,hypothesis,24,0.9,7.0,1.0,20.0,0.0,0.0,0.0,6.0,0.05,0.1,1596675.8772782106,5860.2821375069925,371402.0124661,1519.2226591663036,365942.4552322132,1505.5167376396296,0.985299087931883,3.950084188589037e-05,117.98760960666776,0.1330216549776434,13.230172725977209,0.0086586440756589,604.917657157469,1.2462048324983577,0.1862545410256928,0.026686953146732,0.2423341104786706,0.0451795392386794,0.0560795694529778,0.0318949524500254,0.2363641946880914,0.0066508663008102,sweep_network_compact_gated.csv,,,,,,,,12,antithesis,49630.34722394401,457.1593444209802,11540.747688609355,105.53267394732244,604.4533946293317,7.222134568016529,0.0523640833598821,0.0002335108849265,5.384157166557936,0.0247763230199485,3.3186632129765368,0.0082278793206927,24.58077998691167,0.1472937270695783,0.1486524634460377,0.0375548375404561,0.1965004410626108,0.0334995355052576,0.047847977616573,0.024552086696683,0.1664570130346159,0.0076247400822077,sweep_network_compact_gated.csv,,580.3368771705573,24.60937600351025,0.932935004572001,18.81631501424799,9.911509513000672,3.9865969750244576,112.60345244010982,21.91384945809385,365338.00183758384,605.4105386514037,359861.26477749064,32.18179813710609
12,hypothesis,24,0.9,3.0,1.0,20.0,0.0,0.0,0.0,6.0,0.05,0.2,1596675.8772782106,5860.2821375069925,378096.8184504235,1455.2757192712536,378077.2656466802,1455.228337690245,0.9999482830641956,3.275130654517272e-07,117.98760525059566,0.1330179475825235,13.230172451807922,0.0086584238199995,614.8673216955298,1.1848420547660137,0.1862545410256928,0.026686953146732,0.1862545410256928,0.026686953146732,0.0,0.0,0.0,0.0,sweep_net_prcA0.csv,,,,,,,,12,antithesis,49630.34722394401,457.1593444209802,11750.959271646085,107.87282678645649,1196.919818287921,14.213787460455382,0.1018355044613452,0.0004399769526014,5.384237364492795,0.0247830928517714,3.318691386261765,0.0082276024433246,34.589780714438085,0.2060203897693739,0.1486524634460377,0.0375548375404561,0.1486524634460377,0.0375548375404561,0.0,0.0,0.0,0.0,sweep_net_prcA0.csv,,580.2775409810916,17.775982067410986,0.8981127786028504,9.81925005776111,9.911481065546157,3.986563049091055,112.60336788610287,21.91352224340695,376880.34582839225,315.8751821717544,366345.8591787774,32.175825795153095
12,hypothesis,24,0.9,5.0,1.0,20.0,0.0,0.0,0.0,6.0,0.05,0.2,1596675.8772782106,5860.2821375069925,374733.4932658665,1487.421388165949,374714.11442837,1487.3718943115002,0.9999482830811206,3.2751121198034825e-07,117.98760742343772,0.133019802824996,13.230172588572207,0.0086585340426539,612.1256690938886,1.2165399789841944,0.1862545410256928,0.026686953146732,0.1862545410256928,0.026686953146732,0.0,0.0,0.0,0.0,sweep_net_prcA0.csv,,,,,,,,12,antithesis,49630.34722394401,457.1593444209802,11645.350003523805,106.68576100596188,1186.153590365123,14.061032877617494,0.1018348009029505,0.0004399027039527,5.384197314575609,0.0247796447029143,3.3186773214207625,0.008227720136184,34.433886953360606,0.2047214613933362,0.1486524634460377,0.0375548375404561,0.1486524634460377,0.0375548375404561,0.0,0.0,0.0,0.0,sweep_net_prcA0.csv,,577.6917821405281,17.776839133002603,0.8981134821781701,9.81931789736674,9.911495267151444,3.9865799856999127,112.60341010886211,21.91368564893274,373527.9608380049,315.9069090816689,363088.14326234267,32.17880897976228
12,hypothesis,24,0.9,10.0,1.0,20.0,0.0,0.0,0.0,6.0,0.05,0.1,1596675.8772782106,5860.2821375069925,366463.8122419145,1566.2326975488293,361076.8673325122,1551.7908987777805,0.985299089345742,3.95015975921619e-05,117.9876129010504,0.1330244273787772,13.230172933289884,0.0086588087675368,600.8814097653575,1.2932949781977678,0.1862545410256928,0.026686953146732,0.2423341104786706,0.0451795392386794,0.0560795694529778,0.0318949524500254,0.2363641946880914,0.0066508663008102,sweep_network_compact_gated.csv,,,,,,,,12,antithesis,49630.34722394401,457.1593444209802,11385.710413217335,103.8656318604842,596.3260290810371,7.109102976304281,0.0523635170571919,0.000233460917586,5.38409676116347,0.0247715807882946,3.3186419685679485,0.0082281968206755,24.414988508164186,0.1459655081448946,0.1486524634460377,0.0375548375404561,0.1965004410626108,0.0334995355052576,0.047847977616573,0.024552086696683,0.1664570130346159,0.0076247400822077,sweep_network_compact_gated.csv,,576.4664212571934,24.611169059712125,0.9329355722885501,18.816518536552643,9.911530964721935,3.98662255784071,112.60351613988692,21.91409592638042,360480.5413034312,605.502442831393,355078.1018286972,32.18629307631937
