trials,mode,curvature,loss_mm,distance_um,win_ns,emit_photons_mean,emit_photons_sem,gate_photons_mean,gate_photons_sem,coincidence_ratio_mean,coincidence_ratio_sem,peak_sharpness_mean,peak_sharpness_sem,p2rms_mean,p2rms_sem,det_photons_mean,det_photons_sem,snr_mean,snr_sem,motor_net_steps_mean,motor_net_steps_sem,photon_peak_mean,photon_peak_sem,cilia_phase_reset_mean,cilia_phase_reset_sem,spindle_metric_mean,spindle_metric_sem
24,hypothesis,1.0,3.0,5.0,0.2,2293.945674528412,0.025726590312193372,2293.829114793864,0.02615664422656971,0.9999491880551169,4.5953276817790177e-07,118.62532668491501,0.32647658879540825,13.270572378168628,0.02196636324922011,542.3228276142144,0.006184133406613892,23.28782572943931,0.00013277617779825933,4.166666666666667,15.08186196682868,3.86175136587472e-05,1.0641398576593107e-07,0.5931266334245751,0.0016323829439770427,1.0840679664132229e-05,3.5323715736753516e-22
24,antithesis,1.0,3.0,5.0,0.2,1138.6771873373054,27.249879490361387,111.45074126487265,3.464754637985067,0.0976363232296648,0.0011772844860699094,5.145225765728271,0.06579237481090328,3.227219333004783,0.02197648990797593,26.34994941543307,0.8191610788018023,5.119834063140517,0.07724849156797503,185.0,15.808179867544451,8.340236086361975e-07,2.6375419961394096e-08,0.025726128828641354,0.00032896187405451633,1.0840679664132229e-05,3.5323715736753516e-22
24,hypothesis,1.0,3.0,10.0,0.2,2293.9532027359564,0.028251411402796283,2293.834738834229,0.02875600370313383,0.9999483581279698,5.7149081290606e-07,118.32648463780795,0.415816575792833,13.25046321262065,0.027576718419282727,534.2500024800207,0.00669747248553829,23.113848705770422,0.00014488013233518178,3.8333333333333335,15.021200798536437,3.852035900508972e-05,1.356007886641122e-07,0.5916324231890399,0.0020790828789641626,1.0840679664132229e-05,3.5323715736753516e-22
24,antithesis,1.0,3.0,10.0,0.2,1162.6002886874442,27.96431923420351,116.81429301036577,3.490036856485092,0.1002438549855837,0.0011684034643791087,5.293096105127559,0.06561038543460235,3.280617183119986,0.022130235902092704,27.206858137568688,0.8128537630309518,5.202534147904366,0.07815719206875955,179.91666666666666,15.256967601278882,8.759193426718979e-07,2.6606315891808315e-08,0.0264654805256378,0.0003280519271730117,1.0840679664132229e-05,3.5323715736753516e-22
24,hypothesis,1.0,3.0,20.0,0.2,2293.9353971363003,0.02231957716251495,2293.817503715144,0.022405694790776077,0.9999486064711712,4.6723627115097517e-07,118.64341681859703,0.30159860769700686,13.271403452397431,0.020012930080505604,518.4566331632828,0.005064213289024186,22.769642791990453,0.0001112068153516487,4.083333333333333,15.059052439860666,3.862323475646326e-05,9.826696774209721e-08,0.5932170840929851,0.001507993038485034,1.0840679664132229e-05,3.5323715736753516e-22
24,antithesis,1.0,3.0,20.0,0.2,1195.8283200538144,41.594485514812476,123.36621162926302,5.283885449743974,0.1026345112445388,0.0013331545319141555,5.430456431616041,0.07514747562864434,3.332535258202985,0.025632028455815775,27.883661461221266,1.194282219861776,5.253141676196045,0.11193243051705293,175.58333333333334,14.77119168736004,9.270964130064379e-07,4.023971328213339e-08,0.027152282158080205,0.0003757373781432217,1.0840679664132229e-05,3.5323715736753516e-22
24,hypothesis,1.0,5.0,5.0,0.2,2293.9333188210344,0.023304762343285525,2293.8162509824774,0.023709154468038555,0.9999489662896573,4.6154020869583217e-07,118.18137545462305,0.2710258362117164,13.242094776058357,0.01797520250036332,536.9236142291712,0.0055497056060375485,23.17161224203723,0.00011975361776515731,4.333333333333333,15.033617722815384,3.8472789599982316e-05,8.83418629144835e-08,0.5909068772731152,0.0013551291810585805,1.0840679664132229e-05,3.5323715736753516e-22
24,antithesis,1.0,5.0,5.0,0.2,1160.4791722615116,23.40054578597664,114.43885389216337,3.3955059791563325,0.09830861752538667,0.0013534624791774962,5.185067881951169,0.07543639570015671,3.2444314065329256,0.024902818421939223,26.78720364532538,0.7948009530774338,5.162826493334488,0.07587926366471887,184.75,15.058250422844663,8.571291608395035e-07,2.595568826994529e-08,0.025925339409755842,0.0003771819785007835,1.0840679664132229e-05,3.5323715736753516e-22
24,hypothesis,1.0,5.0,10.0,0.2,2293.958367499647,0.032108966608198376,2293.8406091830298,0.03225485890529767,0.9999486658712516,6.173313444380918e-07,118.34950751405286,0.35559789646851336,13.25209762949487,0.023124193974783967,523.6724838166897,0.007363625009718775,22.883891347786744,0.0001608916442428868,4.083333333333333,15.054239696850903,3.852793059223337e-05,1.1595922046975616e-07,0.5917475375702644,0.0017779894823425665,1.0840679664132229e-05,3.5323715736753516e-22
24,antithesis,1.0,5.0,10.0,0.2,1096.1348899179086,29.43131035797171,107.46101989055506,3.9043965319139278,0.09767965714637468,0.0015093553454339208,5.1501390464035035,0.08467020983872588,3.2310415302712916,0.029234378033685914,24.532820185620594,0.8913544478580167,4.935176770736943,0.08768779182270672,186.5,15.27299881338381,8.046752922328365e-07,2.9866016143319294e-08,0.02575069523201752,0.0004233510491936294,1.0840679664132229e-05,3.5323715736753516e-22
24,hypothesis,1.0,5.0,20.0,0.2,2293.96406958298,0.027882841911459063,2293.8448456701403,0.028361492270427346,0.9999480270709556,7.880576698563791e-07,118.03856811443875,0.3975069861885978,13.23173215594104,0.026053280595707325,498.1335954075034,0.006159009465029048,22.318906670480743,0.00013797817881643044,4.333333333333333,15.075494399885075,3.842679103921355e-05,1.2950238665412205e-07,0.5901928405721937,0.0019875349309429885,1.0840679664132229e-05,3.5323715736753516e-22
24,antithesis,1.0,5.0,20.0,0.2,1143.2582148182603,33.806675095387384,116.53216391883029,4.630119452913393,0.10137318695284192,0.0013323406985878586,5.357435718993192,0.0749967689289181,3.303781518149254,0.0247655145695768,25.306238956429826,1.0054812794333339,5.008431051970562,0.09821390809303675,178.5,14.532946079137927,8.747609004610122e-07,3.542603593639229e-08,0.02678717859496596,0.0003749838446445905,1.0840679664132229e-05,3.5323715736753516e-22
24,hypothesis,1.0,7.0,5.0,0.2,2293.9410245417325,0.024362623160422845,2293.8233183498073,0.02442144872271863,0.9999486882220543,7.322480108270068e-07,118.25371659911634,0.48199065628734666,13.244967049423655,0.03230409003023846,531.5827728327548,0.0056595559582805375,23.056078861816285,0.00012273392553414063,4.166666666666667,15.040966602200218,3.849646045738903e-05,1.56948387994928e-07,0.5912685829955817,0.0024099532814367344,1.0840679664132229e-05,3.5323715736753516e-22
24,antithesis,1.0,7.0,5.0,0.2,1144.005644212725,33.525738885734974,113.90119305480893,4.105180755668215,0.09930175745137572,0.0011757807257149482,5.2415724020529995,0.06618750213145709,3.2665829883122925,0.023052814513938764,26.396066143661333,0.9513563453734939,5.120400193693375,0.08786550890947234,181.91666666666666,15.477182441533163,8.538443575065797e-07,3.135242978127228e-08,0.026207862010265,0.0003309375106572855,1.0840679664132229e-05,3.5323715736753516e-22
24,hypothesis,1.0,7.0,10.0,0.2,2293.972501744243,0.02896837869437074,2293.854337914902,0.02919205872544949,0.9999484894064622,6.115096045185056e-07,118.3447660310485,0.4173522657467332,13.251474264769351,0.027679890364331085,513.3061460247133,0.006532438835022816,22.656260625767306,0.00014416463477953217,4.083333333333333,15.070596752399355,3.852661118422765e-05,1.3601640208315637e-07,0.5917238301552425,0.002086761328733666,1.0840679664132229e-05,3.5323715736753516e-22
24,antithesis,1.0,7.0,10.0,0.2,1187.0784555640478,32.63257949283001,120.97749201391544,4.175402061084184,0.10157064973889751,0.0012874621256830612,5.369812794544785,0.07339930925210288,3.3103925922736717,0.025185952430821213,27.071679816359033,0.9343485785705885,5.184930565910984,0.09045172602507127,176.91666666666666,15.958723554467717,9.083333449278854e-07,3.193900590263481e-08,0.026849063972723925,0.0003669965462605144,1.0840679664132229e-05,3.5323715736753516e-22
24,hypothesis,1.0,7.0,20.0,0.2,2293.9644134845375,0.024035399054226445,2293.8470429066947,0.024286390337325988,0.999948835027053,6.683865058685658e-07,118.7179628463752,0.3886572316783706,13.278926349558438,0.025460814559416903,478.601956199072,0.00506725762748607,21.876973188413718,0.00011581454314511253,4.166666666666667,15.077537119963086,3.864797247716069e-05,1.2666291857082235e-07,0.593589814231876,0.0019432861583918552,1.0840679664132229e-05,3.5323715736753516e-22
24,antithesis,1.0,7.0,20.0,0.2,1105.8854111207802,21.90767787891605,109.78762757071564,2.5014639337423943,0.09926580254789931,0.0010906597294006032,5.237870931263418,0.062123418012274535,3.261299393774031,0.022534325824468897,22.90674676163967,0.5219203851244903,4.778969841334726,0.0544514196137102,181.5,15.600190448484453,8.225062645230788e-07,1.9034564161467447e-08,0.026189354656317092,0.00031061709006137265,1.0840679664132229e-05,3.5323715736753516e-22
